,pick,class,player,minutes_per,off_reb_per,def_reb_per,assist_per,block_per,steal_per,free_throw_per,two_point_per,three_point_per
256,32,So,Davon Reed,53.3,3.7,13.5,14.6,1.7,2.1,47.0,0.48200000000000004,0.457
257,32,Jr,Davon Reed,71.7,2.7,13.8,8.1,1.5,1.6,37.5,0.535,0.38299999999999995
258,32,Sr,Davon Reed,87.9,2.9,13.1,14.4,1.5,2.3,29.0,0.474,0.397
259,5,Fr,De'Aaron Fox,69.8,2.1,12.2,28.6,0.7,2.7,47.1,0.52,0.24600000000000002
260,4,Fr,De'Andre Hunter,48.1,7.6,14.9,11.8,2.7,1.9,46.0,0.525,0.382
261,4,So,De'Andre Hunter,80.4,5.6,13.4,13.0,2.4,1.2,39.8,0.55,0.43799999999999994
262,46,Fr,De'Anthony Melton,67.3,6.0,13.6,22.5,3.9,4.1,47.2,0.51,0.284
263,35,Fr,DeAndre Jordan,48.1,11.0,22.0,4.4,6.5,0.5,65.0,0.605,0.0
264,53,Jr,DeAndre Liggins,78.8,2.2,11.8,14.2,2.3,2.3,39.8,0.442,0.391
265,21,Jr,DeAndre' Bembry,92.8,4.3,18.0,24.1,2.5,2.2,35.8,0.5529999999999999,0.266
266,37,Fr,DeJuan Blair,65.4,15.9,22.9,7.1,4.6,3.7,48.7,0.526,0.0
267,37,So,DeJuan Blair,64.5,23.7,27.6,9.3,3.6,3.5,44.7,0.584,0.0
268,9,Fr,DeMar DeRozan,82.8,9.3,11.6,9.6,1.2,1.6,40.1,0.562,0.16699999999999998
269,5,Fr,DeMarcus Cousins,58.2,19.9,24.9,9.2,7.5,2.4,72.6,0.565,0.16699999999999998
270,27,Sr,DeMarre Carroll,62.5,12.1,17.3,10.3,2.7,2.5,48.3,0.5579999999999999,0.17600000000000002
271,27,Sr,DeMarre Carroll,70.0,9.3,18.6,15.2,2.4,3.1,43.3,0.579,0.364
272,50,Sr,DeVon Hardin,53.5,9.4,26.4,5.3,5.9,1.4,74.6,0.5539999999999999,0.0
273,1,Fr,Deandre Ayton,82.5,13.5,28.2,10.2,6.1,1.0,42.4,0.635,0.34299999999999997
274,21,Fr,Deandre Bembry,81.1,4.1,11.6,17.1,1.8,1.8,50.0,0.514,0.34600000000000003
275,21,So,Deandre Bembry,95.0,4.6,18.7,24.4,2.7,3.1,34.7,0.484,0.327
276,37,So,Deandre Daniels,70.4,5.7,15.8,5.4,5.3,1.8,29.4,0.515,0.309
277,37,Jr,Deandre Daniels,68.4,6.3,16.8,3.6,5.2,1.4,22.2,0.491,0.41700000000000004
278,29,Fr,Dejounte Murray,82.2,4.1,13.7,25.7,0.8,2.8,34.2,0.457,0.28800000000000003
279,20,Jr,Delon Wright,91.7,4.5,15.9,29.3,3.5,4.0,63.6,0.623,0.226
280,20,Sr,Delon Wright,83.7,4.1,13.6,32.8,3.2,3.9,57.1,0.5489999999999999,0.35600000000000004
281,45,Fr,Demetrius Jackson,51.0,2.7,9.1,14.7,0.2,1.1,45.0,0.423,0.41700000000000004
282,45,So,Demetrius Jackson,85.3,4.6,8.1,16.1,0.9,2.8,33.4,0.557,0.429
283,45,Jr,Demetrius Jackson,87.1,3.1,7.9,25.1,0.8,2.1,32.5,0.525,0.331
284,9,Fr,"Dennis Smith, Jr.",86.4,2.7,11.5,34.2,1.2,3.1,47.6,0.509,0.359
285,14,Fr,Denzel Valentine,52.0,6.6,16.2,22.3,1.9,2.3,25.7,0.537,0.281
286,14,So,Denzel Valentine,72.7,5.2,18.2,22.6,1.3,2.0,24.5,0.43,0.377
287,14,Jr,Denzel Valentine,80.7,4.4,17.6,26.9,0.8,1.7,19.3,0.475,0.41600000000000004
288,14,Sr,Denzel Valentine,72.5,3.0,21.1,45.8,0.7,1.9,21.4,0.48100000000000004,0.444
289,59,Sr,Deron Washington,81.6,6.9,15.6,14.2,2.1,1.7,62.0,0.451,0.26899999999999996
290,40,So,Derrick Brown,69.9,9.2,18.5,12.4,3.3,1.9,56.0,0.649,0.344
291,40,Jr,Derrick Brown,71.7,10.2,13.9,14.8,2.9,1.4,40.0,0.523,0.414
292,58,So,Derrick Caracter,41.0,14.2,15.7,5.9,5.8,2.2,53.7,0.55,1.0
293,58,Jr,Derrick Caracter,53.9,12.0,21.7,9.0,3.6,2.1,45.6,0.585,0.267
294,3,Fr,Derrick Favors,69.2,12.5,20.2,7.3,7.8,1.8,47.6,0.617,0.0
295,1,Fr,Derrick Rose,72.5,5.0,11.7,30.4,1.3,2.3,47.0,0.521,0.337
296,29,Sr,Derrick White,81.6,3.5,10.7,28.3,4.8,2.2,43.5,0.57,0.401
297,2,Fr,Derrick Williams,68.9,9.7,19.7,6.3,2.4,1.3,82.3,0.594,0.25
298,2,So,Derrick Williams,74.1,11.8,21.9,8.7,2.3,1.9,87.1,0.601,0.568
299,58,So,Deshaun Thomas,78.5,9.9,10.7,6.0,0.9,0.7,23.8,0.599,0.345
300,58,Jr,Deshaun Thomas,88.1,5.8,14.0,8.6,1.0,0.9,28.9,0.501,0.344
301,30,Fr,Desmond Bane,51.6,3.9,12.4,8.7,1.2,0.8,28.9,0.602,0.377
302,30,So,Desmond Bane,74.7,1.9,14.1,14.0,0.8,1.8,30.5,0.61,0.461
303,30,Jr,Desmond Bane,87.7,4.4,13.9,13.6,1.6,1.8,17.5,0.5489999999999999,0.425
304,30,Sr,Desmond Bane,89.6,4.6,16.6,26.0,1.6,2.4,13.3,0.45,0.439
305,13,Fr,Devin Booker,51.9,2.6,7.8,10.9,0.3,1.3,22.3,0.527,0.41100000000000003
306,43,Fr,Devin Ebanks,75.2,9.5,20.3,17.4,2.6,1.7,49.8,0.527,0.125
307,43,So,Devin Ebanks,75.1,9.5,18.0,14.7,2.2,1.9,48.3,0.495,0.1
308,11,So,Devin Vassell,69.0,5.2,15.4,11.2,4.1,2.8,22.1,0.532,0.415
309,53,So,Devon Hall,54.5,1.4,14.3,15.8,1.6,1.4,22.4,0.40399999999999997,0.33299999999999996
310,53,Jr,Devon Hall,67.4,3.1,17.3,14.0,0.6,1.3,27.3,0.428,0.37200000000000005
311,53,Sr,Devon Hall,79.9,1.4,14.9,19.6,0.6,1.8,29.2,0.47200000000000003,0.43200000000000005
312,34,So,Devonte' Graham,80.6,1.3,9.9,19.5,0.4,2.5,29.0,0.478,0.436
313,34,Jr,Devonte' Graham,87.2,1.6,7.9,19.2,0.6,2.4,25.1,0.504,0.38799999999999996
314,34,Sr,Devonte' Graham,94.2,2.0,9.6,31.4,0.1,2.4,40.6,0.392,0.406
315,59,Fr,Dewan Huell,42.0,9.8,11.3,2.3,5.0,1.4,35.2,0.5379999999999999,0.0
316,59,So,Dewan Huell,64.0,9.3,20.9,3.4,4.1,1.1,40.4,0.583,0.0
317,32,Jr,Dexter Pittman,41.1,17.7,18.8,5.3,5.9,1.3,64.5,0.616,0.0
318,32,Sr,Dexter Pittman,47.1,16.6,15.3,5.1,8.9,1.0,63.1,0.654,0.0
319,31,Fr,Deyonta Davis,46.1,13.6,19.0,7.5,10.2,0.8,19.1,0.598,0.0
320,40,Fr,Diamond Stone,55.1,13.0,15.3,4.1,7.2,1.3,44.6,0.568,0.0
321,45,Fr,Dillon Brooks,69.9,7.4,11.6,11.9,2.1,1.0,31.9,0.489,0.35
322,45,So,Dillon Brooks,82.3,7.2,11.6,19.4,1.2,1.9,31.1,0.519,0.33799999999999997
323,45,Jr,Dillon Brooks,56.9,4.7,9.9,23.0,2.0,2.5,29.6,0.526,0.40399999999999997
324,4,So,Dion Waiters,60.0,2.4,8.2,21.2,1.5,4.6,33.1,0.529,0.363
325,11,Fr,Domantas Sabonis,54.1,13.2,24.2,7.7,1.5,1.2,55.0,0.6559999999999999,0.0
326,11,So,Domantas Sabonis,79.9,11.6,28.2,11.4,2.7,1.1,51.3,0.615,0.35700000000000004
327,25,Fr,Dominique Jones,86.9,4.6,10.1,18.1,0.8,2.6,42.1,0.53,0.353
328,25,So,Dominique Jones,93.3,5.8,10.9,28.7,1.1,2.3,37.1,0.486,0.309
329,25,Jr,Dominique Jones,92.0,3.6,14.9,24.4,1.6,2.8,57.2,0.521,0.311
330,13,Fr,Donovan Mitchell,47.7,6.6,13.5,15.8,0.6,2.5,30.0,0.5589999999999999,0.25
331,13,So,Donovan Mitchell,80.1,3.7,12.9,16.0,1.7,3.7,24.3,0.46299999999999997,0.354
332,17,So,Donte DiVincenzo,63.8,5.5,12.7,12.0,1.3,2.2,35.5,0.563,0.365
333,17,So,Donte DiVincenzo,72.5,4.9,13.8,20.0,0.7,2.1,27.4,0.575,0.401
334,28,Fr,Donte Greene,89.2,5.4,15.6,10.6,4.8,2.0,25.5,0.49200000000000005,0.345
335,42,Fr,Doron Lamb,70.7,2.1,5.6,11.3,0.6,1.2,30.9,0.505,0.486
336,42,So,Doron Lamb,78.1,1.5,7.7,8.8,0.2,0.9,40.4,0.48100000000000004,0.466
337,11,Fr,Doug McDermott,72.4,9.6,20.5,9.8,0.4,0.6,30.1,0.5710000000000001,0.405
338,11,So,Doug McDermott,79.2,9.9,20.5,8.0,0.3,0.4,32.7,0.632,0.486
339,11,Jr,Doug McDermott,79.0,7.1,20.9,12.4,0.2,0.4,41.7,0.573,0.49
340,11,Sr,Doug McDermott,84.4,6.4,17.8,11.5,0.5,0.4,32.9,0.5670000000000001,0.449
341,35,So,Draymond Green,63.6,10.4,24.6,23.3,4.1,2.9,48.3,0.55,0.125
342,35,Jr,Draymond Green,74.2,9.6,23.4,31.1,4.1,3.5,40.9,0.45,0.364
343,35,Sr,Draymond Green,82.8,8.2,28.5,24.2,3.4,2.7,36.7,0.473,0.38799999999999996
344,40,Fr,Dwayne Bacon,71.7,5.4,17.4,10.4,0.1,1.9,34.9,0.505,0.281
345,40,So,Dwayne Bacon,72.0,4.0,11.9,11.6,0.4,1.9,28.2,0.516,0.33299999999999996
346,60,So,Dwayne Collins,49.7,14.5,20.8,4.7,5.0,1.6,48.6,0.5429999999999999,0.0
347,60,Jr,Dwayne Collins,59.4,13.2,17.9,11.4,1.7,2.5,102.2,0.5660000000000001,0.0
348,60,Sr,Dwayne Collins,54.6,14.3,21.6,10.5,5.1,1.5,74.8,0.612,0.0
349,45,Fr,Dwight Powell,60.7,6.8,19.0,8.6,4.2,1.9,54.0,0.5,0.28
350,45,So,Dwight Powell,40.8,7.6,23.1,8.4,3.8,2.7,48.4,0.5,0.059000000000000004
351,45,Jr,Dwight Powell,75.6,7.7,24.0,16.0,3.6,1.5,43.6,0.469,0.455
352,45,Sr,Dwight Powell,80.8,7.3,17.3,20.4,2.8,2.4,55.7,0.485,0.256
353,26,Fr,Dylan Windler,46.0,8.6,18.6,8.0,3.0,1.8,44.9,0.7170000000000001,0.222
354,26,So,Dylan Windler,76.5,6.3,18.1,9.4,3.2,1.7,32.0,0.674,0.402
355,26,Jr,Dylan Windler,88.5,6.3,24.0,15.2,2.8,1.7,35.9,0.665,0.426
356,26,Sr,Dylan Windler,83.7,6.8,27.2,13.4,1.7,2.4,30.5,0.66,0.425
357,55,Fr,E'Twaun Moore,75.9,3.2,12.6,19.4,1.7,1.8,20.6,0.449,0.434
358,55,So,E'Twaun Moore,81.9,3.9,12.1,19.8,1.4,2.0,23.6,0.473,0.337
359,55,Jr,E'Twaun Moore,78.5,3.4,10.8,19.8,1.0,2.8,28.8,0.488,0.349
360,55,Sr,E'Twaun Moore,84.4,5.1,12.5,20.9,1.6,2.2,28.5,0.473,0.4
361,14,So,Earl Clark,69.0,9.0,22.5,9.7,6.6,2.0,41.4,0.544,0.22699999999999998
362,14,Jr,Earl Clark,85.4,9.1,18.7,18.2,4.1,1.7,31.4,0.493,0.326
363,13,Fr,Ed Davis,46.3,12.6,23.2,4.8,8.3,1.0,50.8,0.514,0.0
364,13,So,Ed Davis,43.0,10.8,24.2,6.8,9.5,0.9,68.8,0.578,0.0
365,52,Fr,Edmond Sumner,59.0,2.3,11.7,25.2,0.9,2.7,59.9,0.44299999999999995,0.301
366,52,So,Edmond Sumner,45.6,1.8,13.5,30.3,2.7,2.3,64.5,0.5329999999999999,0.273
367,14,Fr,Edrice Adebayo,75.1,11.2,17.2,4.7,4.9,1.2,83.1,0.601,0.0
368,6,So,Ekpe Udoh,65.1,9.3,13.0,7.5,12.3,2.0,32.2,0.44299999999999995,0.375
369,6,Jr,Ekpe Udoh,88.0,12.8,17.6,14.7,11.0,1.4,41.4,0.49700000000000005,0.26899999999999996
370,10,Fr,Elfrid Payton,55.8,3.4,13.8,27.7,1.2,2.6,78.2,0.469,0.0
371,10,So,Elfrid Payton,88.1,4.2,13.6,33.5,1.9,3.9,53.0,0.494,0.327
372,10,Jr,Elfrid Payton,90.2,7.2,12.0,32.3,1.5,3.6,64.6,0.534,0.259
373,39,Jr,Elijah Hughes,81.2,2.3,12.6,10.0,3.5,2.3,25.3,0.511,0.37
374,39,Jr,Elijah Hughes,91.1,1.3,13.3,20.1,2.9,1.8,35.8,0.508,0.342
375,22,So,Elliot Williams,83.3,2.7,11.3,24.0,0.4,2.4,66.0,0.527,0.366
376,18,Fr,Eric Bledsoe,73.1,2.0,8.6,16.8,1.1,2.6,39.4,0.516,0.38299999999999995
377,7,Fr,Eric Gordon,83.1,2.6,8.0,15.2,2.0,2.3,65.2,0.525,0.337
378,20,Jr,Eric Maynor,86.8,2.5,10.9,39.0,0.7,2.2,40.3,0.48700000000000004,0.39399999999999996
379,20,Sr,Eric Maynor,88.0,1.6,10.0,40.8,0.5,2.9,45.3,0.516,0.361
380,41,Fr,Eric Paschall,67.4,5.7,14.2,8.2,1.7,1.5,30.4,0.483,0.304
381,41,So,Eric Paschall,54.2,8.6,12.8,5.2,2.7,1.5,30.3,0.638,0.27899999999999997
382,41,Jr,Eric Paschall,70.2,7.7,12.8,11.6,2.2,1.8,35.6,0.639,0.35600000000000004
383,41,Sr,Eric Paschall,89.3,4.2,16.0,12.9,1.6,1.2,41.5,0.532,0.348
384,46,So,Erick Green,71.9,2.4,6.4,18.4,1.0,3.5,32.3,0.495,0.248
385,46,Jr,Erick Green,80.5,2.0,9.2,20.1,0.4,2.4,31.4,0.46399999999999997,0.375
386,46,Sr,Erick Green,89.7,1.4,10.6,27.0,0.6,2.1,48.5,0.509,0.389
387,49,Jr,Erik Murphy,59.0,5.7,14.6,6.5,4.5,1.3,16.0,0.5539999999999999,0.424
388,49,Sr,Erik Murphy,64.3,7.8,17.4,11.0,3.1,1.5,16.0,0.579,0.45299999999999996
389,2,Fr,Evan Turner,67.6,4.1,13.8,18.4,2.2,2.9,44.4,0.528,0.33299999999999996
390,2,So,Evan Turner,90.0,6.6,17.2,25.8,2.8,3.1,57.8,0.507,0.44
391,2,Jr,Evan Turner,74.4,7.4,23.5,37.5,2.9,3.0,39.8,0.54,0.364
392,22,So,Fab Melo,51.4,12.3,13.5,5.0,13.0,1.2,34.7,0.5660000000000001,0.0
393,30,Jr,Festus Ezeli,58.1,14.6,15.6,1.8,10.6,1.5,84.0,0.588,0.0
394,30,Sr,Festus Ezeli,41.4,13.0,17.4,2.9,9.0,1.1,84.2,0.539,0.0
395,31,Fr,Frank Jackson,60.5,3.1,8.2,12.6,0.2,1.3,36.3,0.539,0.395
396,9,Jr,Frank Kaminsky,67.7,10.0,18.4,11.4,6.1,1.6,35.6,0.5820000000000001,0.37799999999999995
397,9,Sr,Frank Kaminsky,81.4,6.0,25.7,18.4,4.5,1.7,41.0,0.581,0.41600000000000004
398,34,Fr,Frank Mason,40.2,1.8,7.3,22.4,0.2,1.9,47.0,0.469,0.327
399,34,So,Frank Mason,83.5,2.2,10.4,24.7,0.3,2.5,41.2,0.446,0.429
400,34,Jr,Frank Mason III,83.1,2.4,11.4,23.4,0.3,2.3,51.7,0.45399999999999996,0.382
401,34,Sr,Frank Mason III,89.4,2.0,10.4,26.1,0.2,2.0,48.4,0.5,0.47100000000000003
402,46,Fr,Gani Lawal,43.0,11.1,12.8,3.1,6.5,1.2,62.7,0.573,0.0
403,46,So,Gani Lawal,72.9,13.1,21.1,4.6,5.1,1.8,53.5,0.5579999999999999,0.0
404,46,Jr,Gani Lawal,64.6,13.2,21.7,3.6,5.7,1.0,68.2,0.525,0.0
405,19,Fr,Gary Harris,70.5,3.7,6.3,9.5,0.7,2.8,27.6,0.49700000000000005,0.425
406,19,So,Gary Harris,73.7,4.0,10.2,16.8,1.6,3.4,31.2,0.507,0.35200000000000004
407,37,Fr,Gary Trent Jr.,83.8,2.9,10.3,6.8,0.4,2.0,22.7,0.43,0.402
408,26,Jr,George Hill,86.6,5.5,18.7,26.2,1.7,3.0,62.8,0.5710000000000001,0.433
409,59,So,George King,63.8,6.9,12.4,5.8,0.9,0.9,35.5,0.439,0.45899999999999996
410,59,Jr,George King,69.5,8.0,19.4,4.9,0.8,0.9,25.9,0.517,0.38799999999999996
411,59,Sr,George King,70.5,7.2,23.2,8.2,2.6,1.1,27.3,0.494,0.395
412,50,Fr,Georges Niang,61.8,6.2,14.2,14.6,0.9,1.5,32.8,0.5720000000000001,0.392
413,50,So,Georges Niang,70.0,3.7,11.9,23.6,2.0,1.1,22.2,0.542,0.327
414,50,Jr,Georges Niang,76.8,4.0,15.2,21.9,1.5,0.9,30.8,0.485,0.4
415,50,Sr,Georges Niang,82.1,4.8,15.6,19.2,1.8,1.5,23.0,0.605,0.392
416,12,So,Gerald Henderson,65.2,6.0,13.6,11.9,3.1,2.4,45.9,0.511,0.317
417,12,Jr,Gerald Henderson,74.1,4.7,14.4,18.0,2.4,2.4,39.7,0.49,0.336
418,35,Fr,Glen Rice,44.6,7.8,9.7,16.0,2.7,3.2,28.5,0.40399999999999997,0.439
419,35,So,Glen Rice,70.8,7.0,16.3,20.4,1.6,3.0,29.4,0.495,0.302
420,35,Jr,Glen Rice,50.4,8.0,18.8,19.1,3.3,2.8,29.6,0.541,0.33299999999999996
421,40,Fr,Glenn Robinson III,83.4,7.8,11.2,5.7,0.8,1.9,36.8,0.65,0.324
422,40,So,Glenn Robinson III,80.1,6.0,11.5,7.6,1.0,1.9,30.8,0.562,0.306
423,50,Jr,Goran Suton,66.6,13.6,22.4,13.3,4.0,2.5,27.1,0.57,0.16699999999999998
424,50,Sr,Goran Suton,56.3,12.8,23.9,11.9,2.2,2.6,33.5,0.5429999999999999,0.43799999999999994
425,9,Fr,Gordon Hayward,82.9,5.8,17.8,14.1,3.5,2.8,47.8,0.519,0.43700000000000006
426,9,So,Gordon Hayward,81.2,7.6,23.4,12.1,2.8,2.0,57.9,0.5920000000000001,0.294
427,21,So,Gorgui Dieng,81.0,11.7,18.5,6.6,10.4,2.1,39.1,0.526,0.5
428,21,Jr,Gorgui Dieng,63.1,12.9,22.1,12.3,9.4,2.6,47.9,0.534,0.0
429,40,Fr,Grant Jerrett,43.1,7.6,16.4,5.7,5.8,1.6,14.3,0.413,0.405
430,56,Fr,Grant Riller,67.6,1.7,7.2,11.1,0.8,2.0,40.7,0.5660000000000001,0.33
431,56,So,Grant Riller,81.1,1.4,8.2,14.3,1.4,2.4,31.2,0.622,0.409
432,56,Jr,Grant Riller,88.1,2.2,10.2,25.7,0.2,2.1,38.3,0.619,0.331
433,56,Sr,Grant Riller,84.0,1.9,15.2,30.5,1.0,2.9,46.2,0.5489999999999999,0.364
434,22,Fr,Grant Williams,63.9,12.2,12.8,9.4,7.7,1.7,73.3,0.518,0.387
435,22,So,Grant Williams,71.5,9.4,14.6,14.7,5.1,1.2,54.8,0.49700000000000005,0.12
436,22,Jr,Grant Williams,78.6,8.8,17.4,18.3,5.3,2.0,63.7,0.596,0.318
437,21,So,Grayson Allen,90.8,2.1,11.6,19.4,0.3,2.1,49.1,0.502,0.41700000000000004
438,21,Jr,Grayson Allen,68.0,2.7,11.3,21.5,0.2,1.5,44.5,0.444,0.365
439,21,Sr,Grayson Allen,88.3,1.8,8.0,21.2,0.2,2.8,29.3,0.503,0.37
440,7,Fr,Greg Monroe,76.0,8.7,16.8,18.8,5.1,3.7,60.0,0.578,0.33299999999999996
441,7,So,Greg Monroe,85.6,8.6,25.2,22.4,4.9,2.2,54.3,0.545,0.259
442,28,So,Greivis Vasquez,92.2,2.9,12.8,36.9,0.7,2.1,31.9,0.531,0.309
443,28,Jr,Greivis Vasquez,85.5,3.3,13.8,30.8,1.1,2.4,23.8,0.452,0.327
444,28,Sr,Greivis Vasquez,84.8,3.9,10.3,35.3,1.0,2.9,31.8,0.47200000000000003,0.36
445,56,So,Hamady Ndiaye,56.4,8.9,18.7,4.9,12.3,0.9,53.0,0.462,0.0
446,56,Jr,Hamady Ndiaye,58.1,8.4,19.2,3.6,8.9,1.2,72.5,0.593,0.0
447,56,Sr,Hamady Ndiaye,70.3,9.3,17.2,3.2,14.6,0.9,60.3,0.5820000000000001,0.0
448,45,Fr,Hamidou Diallo,61.8,4.2,11.5,9.5,1.6,1.8,40.3,0.45799999999999996,0.33799999999999997
449,7,Fr,Harrison Barnes,73.2,7.2,12.8,9.6,1.4,1.4,24.9,0.474,0.344
450,7,So,Harrison Barnes,72.9,6.9,11.0,7.2,1.1,2.0,37.4,0.469,0.358
451,2,So,Hasheem Thabeet,77.0,11.1,14.9,2.2,12.9,0.5,89.4,0.603,0.0
452,2,Jr,Hasheem Thabeet,75.1,13.4,21.7,3.0,11.9,1.2,78.3,0.644,0.0
453,33,Fr,Hassan Whiteside,65.6,12.0,24.0,1.8,18.3,1.2,58.8,0.504,0.6
454,18,Fr,Henry Ellenson,82.6,7.8,24.1,11.0,4.4,1.4,43.9,0.495,0.28800000000000003
455,47,Fr,Henry Walker,64.3,9.8,15.6,14.7,2.1,1.6,34.6,0.532,0.304
456,47,Fr,Ignas Brazdeikis,74.1,4.6,16.1,6.1,1.7,1.5,36.9,0.5,0.392
457,17,Fr,Iman Shumpert,77.9,2.4,10.7,29.1,0.6,3.6,48.3,0.43799999999999994,0.314
458,17,So,Iman Shumpert,63.3,3.5,9.0,24.3,0.6,3.5,28.2,0.406,0.33299999999999996
459,17,Jr,Iman Shumpert,79.4,5.8,16.4,25.7,0.7,5.0,40.1,0.474,0.278
460,25,Fr,Immanuel Quickley,45.9,0.4,10.3,11.2,0.2,1.4,43.2,0.41,0.345
461,25,So,Immanuel Quickley,78.9,2.1,11.9,11.7,0.5,1.6,47.1,0.409,0.428
462,5,Fr,Isaac Okoro,69.3,6.4,8.8,13.1,3.1,1.7,54.9,0.603,0.28600000000000003
463,34,Fr,Isaiah Canaan,50.6,2.3,10.4,14.6,0.2,2.2,37.2,0.508,0.47700000000000004
464,34,So,Isaiah Canaan,70.5,2.0,6.5,18.3,0.4,2.1,45.5,0.415,0.39399999999999996
465,34,Jr,Isaiah Canaan,84.8,3.1,9.4,23.7,0.2,2.2,46.9,0.47100000000000003,0.45299999999999996
466,34,Sr,Isaiah Canaan,91.2,1.7,9.1,27.7,0.4,2.6,37.9,0.489,0.371
467,59,So,Isaiah Cousins,73.0,5.7,10.0,13.0,1.2,2.3,34.5,0.46,0.40399999999999997
468,59,Jr,Isaiah Cousins,76.5,3.5,12.2,14.6,1.3,2.4,20.1,0.40700000000000003,0.45
469,59,Sr,Isaiah Cousins,82.4,2.1,11.9,25.1,0.8,2.3,23.3,0.40299999999999997,0.41100000000000003
470,49,Fr,Isaiah Joe,74.8,2.3,8.1,11.5,0.6,2.8,22.9,0.41200000000000003,0.414
471,49,So,Isaiah Joe,72.1,1.7,11.5,10.0,0.8,2.2,25.3,0.447,0.342
472,45,So,Isaiah Roby,58.0,7.7,20.0,13.9,7.6,1.5,59.5,0.619,0.405
473,45,Jr,Isaiah Roby,77.8,6.6,17.8,12.5,6.4,2.4,40.8,0.496,0.33299999999999996
474,16,Fr,Isaiah Stewart,80.2,10.6,19.4,6.3,7.0,0.9,59.1,0.59,0.25
475,60,Fr,Isaiah Thomas,70.1,2.8,9.0,18.0,0.2,1.9,48.5,0.469,0.29
476,60,So,Isaiah Thomas,75.4,2.1,11.9,19.5,0.3,1.9,47.5,0.486,0.327
477,60,Jr,Isaiah Thomas,79.1,2.5,9.5,32.7,0.2,2.3,49.8,0.512,0.349
478,42,Fr,Isaiah Whitehead,49.0,4.0,11.8,29.0,2.4,3.0,25.4,0.382,0.34600000000000003
479,42,So,Isaiah Whitehead,80.4,1.8,9.8,33.0,4.5,2.1,38.3,0.39,0.365
480,35,Fr,Ivan Rabb,70.9,11.2,21.4,6.6,4.1,1.1,58.8,0.615,0.5
481,35,So,Ivan Rabb,73.3,10.7,25.7,10.9,3.3,1.3,59.9,0.49,0.4
482,58,So,J.P. Tokoto,71.2,7.2,14.7,18.9,2.0,3.2,37.1,0.531,0.222
483,58,Jr,J.P. Tokoto,71.6,6.5,14.4,24.3,1.3,3.0,43.2,0.435,0.375
484,30,Sr,J.R. Giddens,78.7,6.6,27.0,22.5,4.9,2.7,38.6,0.557,0.33299999999999996
485,19,Fr,JJ Hickson,69.4,12.3,22.8,10.0,5.0,1.5,71.6,0.5920000000000001,0.0
486,2,So,Ja Morant,93.5,4.1,12.6,51.4,2.2,2.4,51.0,0.545,0.368
487,27,Fr,JaJuan Johnson,41.1,7.6,15.8,3.8,7.2,1.5,46.5,0.42700000000000005,0.0
488,27,So,JaJuan Johnson,66.8,9.6,14.4,6.2,8.3,1.2,45.2,0.544,0.0
489,27,Jr,JaJuan Johnson,77.8,8.8,18.0,5.4,7.0,1.6,58.0,0.512,0.0
490,27,Sr,JaJuan Johnson,88.1,7.9,20.2,6.4,6.7,1.5,40.2,0.516,0.294
491,18,So,JaVale McGee,68.8,10.7,18.5,4.9,9.3,1.7,39.0,0.556,0.325
492,56,Fr,Jabari Bird,43.7,3.3,7.9,10.6,1.3,1.2,23.3,0.5,0.32299999999999995
493,56,So,Jabari Bird,48.7,3.9,9.5,13.0,1.5,1.0,16.2,0.484,0.369
494,56,Jr,Jabari Bird,64.2,3.3,10.2,6.9,1.2,1.1,17.0,0.529,0.409
495,56,Sr,Jabari Bird,62.5,3.5,13.2,7.7,0.8,1.3,17.3,0.536,0.365
496,2,Fr,Jabari Parker,76.4,11.4,23.1,8.7,4.0,2.1,42.9,0.504,0.358
497,51,Jr,Jack McClinton,74.3,1.3,6.7,17.1,0.1,1.3,29.8,0.428,0.423
498,51,Sr,Jack McClinton,79.8,2.0,8.8,21.1,0.1,1.4,29.5,0.45,0.452
499,28,Fr,Jacob Evans III,59.5,5.0,13.6,13.1,3.7,2.0,22.1,0.415,0.33299999999999996
500,28,So,Jacob Evans III,78.5,5.5,9.8,16.2,3.1,2.5,31.5,0.521,0.418
501,28,Jr,Jacob Evans III,76.9,5.2,12.0,20.0,3.7,2.6,30.2,0.47,0.37
502,28,Fr,Jaden McDaniels,74.6,4.4,15.7,14.4,4.4,1.4,33.9,0.445,0.33899999999999997
503,34,Jr,Jae Crowder,68.8,9.5,18.7,11.4,3.3,2.8,38.3,0.555,0.359
504,34,Sr,Jae Crowder,82.4,7.0,20.5,13.5,3.1,4.3,37.2,0.602,0.345
505,3,Fr,Jahlil Okafor,72.8,14.8,18.2,9.4,4.5,1.5,46.2,0.664,0.0
506,43,Fr,Jahmi'us Ramsey,66.8,3.0,12.3,16.1,2.5,2.5,23.2,0.451,0.426
507,47,Fr,Jake Layman,49.6,5.6,11.9,8.7,3.3,1.6,19.3,0.557,0.299
508,47,So,Jake Layman,78.5,4.6,13.1,6.0,2.9,2.0,28.5,0.441,0.365
509,47,Jr,Jake Layman,74.4,5.6,16.2,11.2,2.8,1.7,46.4,0.53,0.37799999999999995
510,47,Sr,Jake Layman,79.1,4.3,14.4,6.8,3.4,2.1,32.9,0.604,0.39899999999999997
511,9,Fr,Jakob Poeltl,56.4,15.8,20.1,6.3,8.9,1.0,65.2,0.6829999999999999,0.0
512,9,So,Jakob Poeltl,75.4,11.9,22.0,13.9,4.8,1.2,66.6,0.64,0.0
